timestamp,block_height,block_time,difficulty,hash_rate,transactions_per_block,mining_pool_concentration,orphan_blocks,network_latency,node_count,is_51_attack,hash_rate_skew,block_reorg_depth
2020-01-01 00:00:00,1,14.741785382528082,5184207228486.038,189809765.48376605,87,0.10798668376529881,0,0.11056836508641271,1497.0521732655886,0.0,0.02462010276815912,0
2020-01-01 01:00:00,2,13.154339247072038,5210640471179.251,280923340.51858586,90,0.35133070731999066,1,2.241577198318183,1348.7789990177828,0.0,-0.06930429516901676,0
2020-01-01 02:00:00,3,15.11922134525173,5617505845683.316,365859306.16522074,88,0.08426063965932765,0,3.4299473452983467,1177.1104829311173,0.0,-0.04626094085639798,0
2020-01-01 03:00:00,4,17.307574641020064,5337264357222.634,1387506780.5726259,85,0.3701921478640116,0,0.6402819311872658,1581.6050817626276,0.0,-0.0254900196648574,0
2020-01-01 04:00:00,5,12.914616563191661,5284305089194.554,151646242.31851864,91,0.4866749431512049,0,0.9654252932336043,1710.7788289455493,0.0,0.09856637553353481,0
2020-01-01 05:00:00,6,12.91465760762705,6036307134946.18,339364378.8068407,87,0.166003593157925,0,0.4404870656012061,1376.2936206711706,0.0,-0.022543687672533994,0
2020-01-01 06:00:00,7,17.448032038768478,6052602400797.549,1258277423.3458686,74,0.34307927281064743,0,2.0066747797823625,1423.0688107358808,0.0,0.14269531156276746,0
2020-01-01 07:00:00,8,15.418586822882272,6740213504623.909,359463257.5186453,91,0.5171282481265398,0,2.1824485102100524,1662.5310578870558,0.0,-0.09751407208449664,0
2020-01-01 08:00:00,9,12.32631403516262,5540784212548.468,768857073.3886046,79,0.0547920609497154,0,0.1419951120884854,1709.6816547938763,0.0,0.07944631678137298,0
2020-01-01 09:00:00,10,14.856400108964912,5075893509459.13,421975560.6080137,99,0.17234038222678733,0,2.264573841337046,1408.4118177696175,0.0,0.02137912658365184,0
2020-01-01 10:00:00,11,12.341455767968844,5319745844805.001,627204534.8757648,67,0.13933579809830637,0,2.1485492390123966,1479.249919404765,0.0,-0.12349803128624366,1
2020-01-01 11:00:00,12,12.335675616074358,8912296202583.938,386069304.322756,73,0.21649068549746162,0,0.0715330450091666,1795.0171581246798,0.0,-0.05898563144495664,1
2020-01-01 12:00:00,13,14.104905678915085,5906980643637.266,945349702.6592449,89,0.3646212174396626,0,1.621025949154381,1675.4061789973885,0.0,-0.011775316920051022,0
2020-01-01 13:00:00,14,8.716799388355504,6236968162584.513,103485658.16287534,93,0.4351491837311797,0,1.9035168475062092,1272.0190559915516,0.0,0.12395778515584162,0
2020-01-01 14:00:00,15,9.187705418717417,5007385031969.426,337369049.5364798,82,0.04972893644200458,1,1.1247840764451684,1156.7275441473787,0.0,-0.012591449377408782,0
2020-01-01 15:00:00,16,12.094281176897567,5730238086303.691,652663784.6978467,83,0.26623308286103603,0,4.631688731753478,1444.5498646266888,0.0,0.20678629118885905,1
2020-01-01 16:00:00,17,10.96792219916394,5038250987322.47,827314315.5954725,92,0.04994985200519083,0,0.7960933439419233,1306.8175254217979,0.0,-0.031857496924395594,1
2020-01-01 17:00:00,18,14.285618331488184,5842181466362.131,2159089890.2704186,98,0.6401895921263199,0,0.13908255510066955,1593.5477495955595,0.0,0.009841001914958755,0
2020-01-01 18:00:00,19,11.229939811196973,7535410987728.715,328148016.09327185,73,0.6363708836727134,0,2.2285871698765862,1642.7036810639302,0.0,0.13223110404080718,0
2020-01-01 19:00:00,20,9.969240746661772,8455203737297.697,2130200112.6610305,97,0.2143839453001913,0,1.858854540934714,1551.2255478513787,0.0,-0.12593350647973753,0
2020-01-01 20:00:00,21,17.164121922303885,5777730980077.389,251003181.7574786,79,0.076026144291759,0,9.03038669420337,1338.8519855029576,0.0,0.12016314361691574,0
2020-01-01 21:00:00,22,12.935559248783662,5612867218422.182,1831949269.5928166,81,0.19637924632295603,1,0.5261305507747636,1245.9016793178814,0.0,-0.06502402151590908,0
2020-01-01 22:00:00,23,13.66882051171981,7900732946577.473,1098780896.992919,78,0.06543419917928017,0,1.0066886452817918,1632.2205979450757,0.0,-0.02333379318298887,1
2020-01-01 23:00:00,24,9.93812953446636,6119661778884.772,194616481.88793847,99,0.29590041130552286,0,1.2367466775756364,1665.788464464312,0.0,0.025052943127959762,0
2020-01-02 00:00:00,25,12.139043188687044,5067101033076.279,659530804.0717317,76,0.27437042542670903,0,3.953883804342658,1721.472756311908,0.0,-0.08074497875695123,0
2020-01-02 01:00:00,26,13.777306474274665,5626845672524.0,460933419.5851103,75,0.41424530512881147,0,1.070810457225053,1441.9581769949348,0.0,0.26614913470488594,0
2020-01-02 02:00:00,27,10.622516056444244,5274759290397.653,906937950.2577723,86,0.1649225795078439,0,2.9581208157736185,1481.7288581722808,0.0,0.022284721458533746,1
2020-01-02 03:00:00,28,14.43924504586418,5634509135761.487,388082464.1859932,84,0.15801093370574873,0,0.34144076643683896,1662.271269740065,0.0,0.013780626117485909,0
2020-01-02 04:00:00,29,11.998403275202987,5607824109969.514,356824197.45086604,75,0.16264061384159578,0,1.0545347490141928,1502.3470307457692,0.0,-0.05895770011700964,0
2020-01-02 05:00:00,30,12.770765625516809,5872620324691.118,1907567262.764125,89,0.15026398344328398,1,0.3367839271952419,1385.4953641621737,0.0,-0.13418303601609358,1
2020-01-02 06:00:00,31,11.995733469426508,5441253682737.675,439557503.74643207,90,0.3031707163134358,0,5.978660220056722,1332.1796132952456,0.0,0.11361076351933107,0
2020-01-02 07:00:00,32,18.130695461272346,5179450222370.071,1108664887.4163346,80,0.38018079916733033,0,0.39143935466303,1643.6740654038229,0.0,-0.027091448709921126,0
2020-01-02 08:00:00,33,13.466256938155166,5700613856111.662,387276131.61885434,83,0.3621587041010365,0,1.0862594336010982,1441.627765396828,0.0,0.033083219936637744,0
2020-01-02 09:00:00,34,10.855722677610249,6773150991973.324,2568693547.2496285,90,0.46434992656417173,0,0.17168388127931292,1391.1371441345123,0.0,-0.09762309626597498,0
2020-01-02 10:00:00,35,15.556362280257972,6090680512739.517,246202609.47528952,81,0.3274650080236311,1,5.086347915457714,1590.0276556102258,0.0,0.08139031325400017,0
2020-01-02 11:00:00,36,10.447890875072444,5413045566206.105,262524893.72897884,73,0.22187829277868215,0,1.9553685004342454,1357.528394346514,0.0,-0.03146949281595909,0
2020-01-02 12:00:00,37,14.022158987511888,7741447060897.154,2228327589.329572,92,0.5744814075466462,0,6.5644973889389995,1384.4158296000373,0.0,-0.16525371886776521,0
2020-01-02 13:00:00,38,8.600824690300561,7432780014965.74,310922302.92408526,87,0.35953736600634684,0,0.08638217058066534,1508.0125445698263,0.0,-0.028943739548217134,0
2020-01-02 14:00:00,39,10.179534877753923,5234897862584.454,2405621930.814428,72,0.06450865757235967,0,0.3846916864685035,1406.7095216563287,0.0,0.07788941118473425,0
2020-01-02 15:00:00,40,13.992153089672808,5040215496311.193,1183616690.1849427,91,0.480893447597654,2,0.956229113399154,1782.9319571919564,0.0,0.05878351436896639,0
2020-01-02 16:00:00,41,15.346166449988527,6352119852323.342,415648410.34869903,72,0.0774419823209073,0,1.9423382669904334,1606.6799854803287,0.0,0.03837289833661217,0
2020-01-02 17:00:00,42,13.928420702974925,6757997443110.701,79138222.06558205,89,0.15532521307096314,0,0.7995158693140542,1525.3738873244943,0.0,-0.003516164031141796,0
2020-01-02 18:00:00,43,13.210879294029398,8437795993212.773,475882577.4470907,81,0.4319086153526871,0,2.4887149306363723,1780.8981413497934,0.0,0.0038437272553392132,0
2020-01-02 19:00:00,44,12.747240761026777,7205788691694.33,537065196.3267442,75,0.23397455249659874,0,0.3609574242674586,1515.937659324192,0.0,-0.055585734823282155,0
2020-01-02 20:00:00,45,9.803695024081431,5917628546865.742,1558855497.191495,82,0.12825805133719592,0,1.8357667918720673,1716.382065153739,0.0,0.1161458936957513,0
2020-01-02 21:00:00,46,11.700389479013229,5755133950505.363,2375436806.9554186,91,0.19137214150345933,0,1.0148833040842624,1301.0819974911178,0.0,-0.005061915071894448,0
2020-01-02 22:00:00,47,12.348403072600531,5028235960383.236,244570170.31473333,79,0.4561021246871043,0,1.4195329531616498,1373.59553831109,0.0,-0.05259775816057125,0
2020-01-02 23:00:00,48,16.142805565547288,5283233909340.684,1081031769.310683,95,0.15350339215436465,0,1.6862341756814783,1308.3850245372894,0.0,0.1791220401361938,0
2020-01-03 00:00:00,49,14.359045723921154,5615472971072.027,1043036654.843456,81,0.18955971090696572,1,0.1235292883434682,1600.8765644809025,0.0,0.12382233730008357,0
2020-01-03 01:00:00,50,9.092399611593166,5990216913085.534,1419275975.912288,69,0.693662498865679,0,5.15468243397373,1191.013761770559,0.0,0.009711626480757442,0
2020-01-03 02:00:00,51,14.310209923486987,5814754143080.8125,798854921.4885081,83,0.2324364942712385,0,3.0844169845728566,1563.5229892190466,0.0,-0.035100696708831786,0
2020-01-03 03:00:00,52,12.537294298959209,6357263813649.033,69546232.76662967,77,0.15914359987946278,0,1.1684269521662844,1401.22488720139,0.0,-0.032059673706521186,0
2020-01-03 04:00:00,53,11.807694999235103,5328180412252.544,415327352.0899121,72,0.648321912213149,0,1.585800222647321,1526.1054983501156,0.0,-0.09632905740366143,0
2020-01-03 05:00:00,54,15.02919072210217,5832300305902.498,152746833.38282424,78,0.3623894196535201,0,0.0661533074998194,1496.0876115358076,0.0,0.09528311951663138,0
2020-01-03 06:00:00,55,16.077498806239877,5092271269702.432,396185948.95800143,99,0.5066429135495762,0,1.378100502925635,1611.0290820258244,0.0,0.18389096870602303,0
2020-01-03 07:00:00,56,15.828200297790497,5533864873369.178,1292706909.344476,82,0.24114785358865407,0,1.1113529090797793,1947.2206766850363,0.0,0.05730590863752984,1
2020-01-03 08:00:00,57,11.401956191943404,6386937899965.005,658286520.4164978,100,0.3395262645749334,0,0.9383607905326237,1903.8410964482537,0.0,0.15516620135384795,0
2020-01-03 09:00:00,58,12.726969060371964,6182214096074.207,1529322809.8005416,84,0.582005898871244,0,3.378609385575323,1663.3634340428584,0.0,0.08610294778584932,0
2020-01-03 10:00:00,59,14.32815857850891,9671602464184.588,682828249.2691855,80,0.464290379387025,1,0.40160098993889626,1431.3869832154612,0.0,-0.14697079539461647,0
2020-01-03 11:00:00,60,15.938862817805898,5325579356426.93,132444475.18185632,78,0.3678910956722172,0,0.3879226727950781,1537.7219108062386,0.0,0.14634497767713042,0
2020-01-03 12:00:00,61,12.302064405386774,5689532320394.723,39003150.9112788,108,0.18669292310883395,0,1.4749415390996685,1420.493678546613,0.0,-0.02244100582926166,0
2020-01-03 13:00:00,62,13.035852558340457,5399776937131.097,563010458.1462096,76,0.2673519028441754,0,2.324023422289528,1352.8279213077803,0.0,0.02191724721792708,0
2020-01-03 14:00:00,63,10.73416256498493,5580896065014.139,391726140.9767537,79,0.3862086829375599,0,0.045392299191861475,1109.4160414908868,0.0,-0.09097715404948559,0
2020-01-03 15:00:00,64,10.509483439798323,6944561967346.535,182644876.63205966,98,0.18803113600500224,0,1.5786135991491157,1454.4245567909102,0.0,-0.17548120430369596,0
2020-01-03 16:00:00,65,15.531314555985496,6152674914712.484,88576110.88209234,67,0.18319476368560636,0,0.7096365621481012,1555.1910090428087,0.0,-0.062226786656618086,0
2020-01-03 17:00:00,66,16.89060007142706,7140816571436.339,232699106.02760264,88,0.43666944260946433,0,2.8284127486193773,1622.2978574952435,0.0,0.027424620186023492,1
2020-01-03 18:00:00,67,13.319974696049165,5227542096159.777,399413793.9921747,84,0.4353692659705231,0,1.2655041140644008,1522.5613825718713,0.0,0.012888884128407711,0
2020-01-03 19:00:00,68,16.00883224473006,7066415690370.621,944227625.4583038,96,0.2577624264078158,0,3.592441994812691,1361.1494563044257,0.0,0.07969086524732055,0
2020-01-03 20:00:00,69,14.404090062619085,5061622535881.624,585883241.7729994,95,0.1476623492053573,0,1.0115964829141166,1400.3400682981396,0.0,0.02901383134714062,0
2020-01-03 21:00:00,70,11.88720061348719,7194621492238.292,2422503259.339156,90,0.5207605775088151,0,3.5099628829404033,1684.7020938013432,0.0,0.015290565262728047,0
2020-01-03 22:00:00,71,14.403489013771035,5399096102542.82,172239402.8336261,72,0.3472944906115965,0,2.5211362890726785,1158.074622810714,0.0,-0.05439325335580284,0
2020-01-03 23:00:00,72,17.345091416164923,5377734626830.263,1170923852.9260907,77,0.14295568065103653,0,3.5235167155483156,1398.1135183748354,0.0,0.20242613154220065,0
2020-01-04 00:00:00,73,13.410434902225122,5717621399232.266,508664256.60368747,81,0.6818836931070542,0,3.3471046546793097,1504.6711096130548,0.0,0.19695656255515548,0
2020-01-04 01:00:00,74,17.411609139535017,7824980518255.914,971808303.272032,77,0.41059630991542295,0,1.3324825007041476,1417.950333458723,0.0,0.026806759448090963,1
2020-01-04 02:00:00,75,6.950637239775639,5048960611610.247,313554935.87433004,83,0.14675487359717837,0,0.9180210567900495,1196.3553590241165,0.0,-0.13852761303626504,0
2020-01-04 03:00:00,76,15.55475626093806,5434221089181.182,1416819452.029191,65,0.15820957347262424,1,2.897572598053384,1686.9934956051052,0.0,0.03694229164516493,0
2020-01-04 04:00:00,77,13.717617670595429,6941922032956.1,651784639.8475283,93,0.1711427473982283,0,0.8973426251456283,1732.828221948461,0.0,-0.125985274903603,0
2020-01-04 05:00:00,78,12.752481623835331,5504271279544.665,245929388.74764282,96,0.3359150690672405,0,0.18729557953061726,1302.5551531822186,0.0,-0.13973170120071657,0
2020-01-04 06:00:00,79,13.729401941338756,5222090228250.108,479366486.8554551,111,0.16442704117606155,0,3.9157884073802425,858.3429552111126,0.0,0.09996132853077012,0
2020-01-04 07:00:00,80,8.531077713497769,5553027356721.409,381814001.55263454,84,0.3500409645064159,0,1.0123337746383205,1899.9656674568669,0.0,-0.08540960815301604,1
2020-01-04 08:00:00,81,12.95082028040622,5487031791366.774,791292585.5999258,81,0.3575761740410064,0,0.28451920462004554,1416.8649626214863,0.0,-0.0492175716350714,1
2020-01-04 09:00:00,82,14.392781428779365,7470012537408.331,149114235.38929918,88,0.12982921498521327,0,2.079612404549212,1305.468356217873,0.0,0.09178318211681141,0
2020-01-04 10:00:00,83,17.19473511185379,6435208911145.931,471131731.6388505,86,0.22456996298157192,0,4.410431303146624,1477.7172102697932,0.0,0.04745388710150584,0
2020-01-04 11:00:00,84,12.20432445431588,5703430989613.681,720392854.6639339,82,0.19952988888660012,0,3.946066652542951,1564.1332512177933,0.0,0.07006144470335118,0
2020-01-04 12:00:00,85,11.47876599276703,9454216042922.717,501454436.6960555,104,0.24609639547160478,0,1.6168773386629516,1374.22715354866,0.0,0.17997292080275293,0
