timestamp,transaction_volume,gas_price,contract_creations,failed_transactions,unique_addresses,avg_transaction_value,miner_rewards,uncle_blocks,network_hash_rate,anomaly_type,anomaly_confidence
2019-01-01 00:00:00,59481.9572482712,7.750200594713087,11,0,3853.3117038261908,6786.830283300914,2.194970000719207,0,362535558476.19135,normal,0.0
2019-01-01 01:00:00,16705.13435662977,2.1744163127717244,12,0,6133.569944996606,8474.51530092073,1.7866509197901261,1,80629224837.59273,normal,0.0
2019-01-01 02:00:00,80448.86757613998,1.4903236264820177,14,1,4484.849981266998,1634.8779956651251,1.8255005959466646,0,197630548265.76605,normal,0.0
2019-01-01 03:00:00,463267.40401257784,1.9804126142020597,13,2,5678.020191056699,601.4348339260446,1.5474087312732865,0,129177420938.95177,normal,0.0
2019-01-01 04:00:00,13789.921118198483,17.487116474659373,17,1,4087.8611343889715,4822.48941573409,2.24249890200168,0,18007445658.59378,normal,0.0
2019-01-01 05:00:00,13790.373925253602,1.0608897119113778,20,0,7019.194131228451,1346.3803323593277,1.8307671159586305,0,145309432596.98523,normal,0.0
2019-01-01 06:00:00,518360.192034497,8.217400014126834,19,1,7208.224834000145,198.31927479939137,2.082839507689654,0,135143928412.81412,normal,0.0
2019-01-01 07:00:00,102218.65336090844,27.983515582973464,14,0,6127.3891517569355,2069.106581847398,1.981674357948353,1,95309581767.54257,normal,0.0
2019-01-01 08:00:00,8613.20033503318,6.972666336673558,14,2,4317.1857824632025,6707.741762193241,1.9340078108970458,1,86725501505.31506,normal,0.0
2019-01-01 09:00:00,65193.82841167668,28.81991774336703,10,3,4930.213473989897,900.0468687021269,2.013756063813248,1,104969921388.83038,normal,0.0
2019-01-01 10:00:00,8718.169842040388,27.366498709843682,14,0,3022.739777821446,295.5984417033357,2.171323117089594,0,35376651148.00061,normal,0.0
2019-01-01 11:00:00,8677.949029927022,5.642673403743165,18,2,6306.184045370892,1743.2549514864481,2.2852884484776097,0,35941614810.40863,normal,0.0
2019-01-01 12:00:00,35736.381666095804,26.099610225264417,16,1,5117.704599150341,3416.021130329063,1.7398196348580628,0,22990095436.092297,normal,0.0
2019-01-01 13:00:00,479.83366408269995,27.548804559783914,11,2,4910.908488098845,8015.6482738545,1.7258961225203162,0,43718568375.27178,normal,0.0
2019-01-01 14:00:00,699.3590935313688,10.131822892384166,11,1,4097.993906455623,21858.816002899308,2.628320941329054,1,34228261981.66607,normal,0.0
2019-01-01 15:00:00,7153.985847249305,4.725094662424899,7,1,5986.117326254463,787.3999451774159,1.970660122682621,2,35500436534.87333,normal,0.0
2019-01-01 16:00:00,2905.4331388686796,14.732404006049544,12,0,5538.877671471821,1971.5828208433234,2.1550593134436116,3,77111597962.99255,normal,0.0
2019-01-01 17:00:00,41294.91571474996,50.867057859948204,9,1,5045.3305014400985,2971.9959883864867,1.7383648443873505,0,28062901854.340958,normal,0.0
2019-01-01 18:00:00,3582.9861397381624,20.411743634353954,16,1,5430.169250791517,1963.2604967520683,1.6760990420650617,1,456024311718.55884,normal,0.0
2019-01-01 19:00:00,1306.873075166024,3.7971374653504126,15,0,6931.51050241054,225.41428230324163,1.7838163670390226,1,24061794835.14535,normal,0.0
2019-01-01 20:00:00,413039.09886730986,22.961739999941635,17,0,4090.121673329492,2176.8870729929035,1.8824616218832086,0,71071487799.98926,normal,0.0
2019-01-01 21:00:00,14022.905783990296,11.144478968174719,13,2,3742.0562563288167,33757.72598023878,2.0501337151833146,0,173707758185.08142,normal,0.0
2019-01-01 22:00:00,25211.522457547293,17.90667725057969,12,2,4219.053714966399,904.5828983866916,2.65325345121674,0,98901526904.80249,normal,0.0
2019-01-01 23:00:00,1274.7477916732255,26.489994647017948,15,4,6201.9313287277055,1768.0447172730094,2.14572328571426,0,52003407715.53537,normal,0.0
2019-01-02 00:00:00,7414.809410089357,14.469956807154059,14,0,5279.984324146599,231207.88120767084,1.716619083892485,1,94622793138.70966,normal,0.0
2019-01-02 01:00:00,27497.35726053068,33.63844901544646,18,3,4229.307065252215,8934.855000351025,1.9127108733307703,0,228586571840.70316,normal,0.0
2019-01-02 02:00:00,2203.9640197349195,25.613879195535922,16,3,5526.833142238611,1014.2075004113728,1.7517719308436548,0,77091370198.50237,normal,0.0
2019-01-02 03:00:00,46695.1711443773,19.09404912790255,17,1,4503.380532664407,526.2835333171721,1.4316774919097643,1,75409818217.69313,normal,0.0
2019-01-02 04:00:00,6625.774966988078,3.269041785291999,17,4,5174.423013510919,1167.433634607451,1.9872348411554455,0,558276215330.3091,normal,0.0
2019-01-02 05:00:00,12290.876281856004,36.1515719994222,15,0,5474.146804053208,221.58919123047482,1.626322172276795,0,760636894349.412,normal,0.0
2019-01-02 06:00:00,6611.638443246791,54.94796106652902,21,1,4391.506528533941,1205.9613957108093,2.2140130285942203,1,79443176362.73755,normal,0.0
2019-01-02 07:00:00,894979.7479551258,2.94600351959636,14,4,3184.080135649733,14943.838039211649,1.9137655172916872,0,176965036747.62878,normal,0.0
2019-01-02 08:00:00,21439.82709437381,13.398034416037428,20,2,5241.592950125168,9111.948200579543,2.056370293062348,0,109565931634.43654,normal,0.0
2019-01-02 09:00:00,2656.0043332459545,5.9920903833601615,23,2,4806.199713104072,1410.7554101841447,1.8554882831389854,0,107865275108.16537,normal,0.0
2019-01-02 10:00:00,114129.58863727249,28.091065497030403,15,1,4380.3030745502865,6729.478410752867,2.221891996151116,1,118413739678.57635,normal,0.0
2019-01-02 11:00:00,1916.6088894956351,25.57605614709015,14,4,5246.904465161414,7070.176203802023,2.452011963997048,1,148324066649.2705,normal,0.0
2019-01-02 12:00:00,33447.32826966181,3.0370525940085145,22,1,5622.774173267031,6316.518574436316,1.6942748857323715,1,23500960162.48606,normal,0.0
2019-01-02 13:00:00,437.3176208431773,41.91585331533961,15,1,2820.499593688815,4764.633296788687,2.017344737756179,1,49120635579.38626,normal,0.0
2019-01-02 14:00:00,1546.3118179858086,3.992766135082961,18,2,5107.124456844273,867.3657626010864,2.368307968812888,0,37022972420.33355,normal,0.0
2019-01-02 15:00:00,32653.99454848495,31.91652206242102,13,1,4882.3822865420725,6609.317557799074,2.59795348591352,0,55636871228.691154,normal,0.0
2019-01-02 16:00:00,96464.7716438606,12.212195791763058,12,1,4625.8525926589155,1409.497933430853,2.245626427987833,0,104480867633.62093,normal,0.0
2019-01-02 17:00:00,31030.831768358774,7.95804438642863,12,4,5651.685151443381,2376.097643346039,2.038642222972886,0,120463705209.31017,normal,0.0
2019-01-02 18:00:00,17478.09104376886,3.4451893013303883,14,1,3131.8599523933576,8567.415739519769,2.136901801540989,1,34642031288.9744,normal,0.0
2019-01-02 19:00:00,12061.726374347772,3.669186223340375,14,2,2058.703793884501,20333.743017168268,1.7554573600596137,0,37957851413.238945,normal,0.0
2019-01-02 20:00:00,1144.7665620513671,21.687712665036546,19,2,3386.33768474376,1380.3703443319246,1.6702788208159283,1,43611815946.02263,normal,0.0
2019-01-02 21:00:00,5220.307479238481,15.98929143074484,15,1,5709.225586389146,4515.254924699098,1.9624934832373147,1,15759621693.028679,normal,0.0
2019-01-02 22:00:00,8766.758967727375,2.6041196250927685,21,4,4521.022071907673,1469.807121329741,2.0140549949572493,0,30740182308.544014,normal,0.0
